transaction_id,invoice_id,supplier_id,global_prod_id,global_account_id,global_employee_id,geography_id,quantity,discount,total_amount,creation_date,created_at
58403616,23857,63,P0810,C0831,E005,G002,4,10.0,93.6,2025-10-23 14:01:37,2026-06-02 09:47:36
58403617,23857,63,P0339,C0831,E005,G002,15,15.0,586.5,2025-10-23 14:01:37,2026-06-02 09:47:36
58403618,23857,63,P0843,C0831,E005,G002,1,30.0,126.0,2025-10-23 14:01:37,2026-06-02 09:47:36
58403619,23857,63,P0844,C0831,E005,G002,1,9.0,277.55,2025-10-23 14:01:37,2026-06-02 09:47:36
58403620,23857,63,P0845,C0831,E005,G002,5,13.0,156.6,2025-10-23 14:01:37,2026-06-02 09:47:36
58403621,23857,63,P0846,C0831,E005,G002,1,23.0,90.09,2025-10-23 14:01:37,2026-06-02 09:47:36
58403622,23857,63,P0847,C0831,E005,G002,5,33.0,311.55,2025-10-23 14:01:37,2026-06-02 09:47:36
58403623,23857,63,P0848,C0831,E005,G002,10,22.0,117.0,2025-10-23 14:01:37,2026-06-02 09:47:36
58403624,23857,63,P0206,C0831,E005,G002,2,33.0,321.6,2025-10-23 14:01:37,2026-06-02 09:47:36
58403625,23857,63,P0696,C0831,E005,G002,1,16.0,63.0,2025-10-23 14:01:37,2026-06-02 09:47:36
58403626,23857,63,P0849,C0831,E005,G002,1,31.0,60.72,2025-10-23 14:01:37,2026-06-02 09:47:36
58403627,23857,63,P0850,C0831,E005,G002,2,22.0,117.0,2025-10-23 14:01:37,2026-06-02 09:47:36
58403628,23857,63,P0851,C0831,E005,G002,1,36.0,26.88,2025-10-23 14:01:37,2026-06-02 09:47:36
58403629,23857,63,P0852,C0831,E005,G002,1,22.0,273.0,2025-10-23 14:01:37,2026-06-02 09:47:36
58403630,23857,63,P0755,C0831,E005,G002,1,32.0,15.64,2025-10-23 14:01:37,2026-06-02 09:47:36
58403631,23857,63,P0853,C0831,E005,G002,1,20.0,50.4,2025-10-23 14:01:37,2026-06-02 09:47:36
58403632,23857,63,P0854,C0831,E005,G002,3,27.0,52.56,2025-10-23 14:01:37,2026-06-02 09:47:36
58403633,23857,63,P0746,C0831,E005,G002,3,22.0,152.1,2025-10-23 14:01:37,2026-06-02 09:47:36
58403634,23857,63,P0028,C0831,E005,G002,4,20.0,96.0,2025-10-23 14:01:37,2026-06-02 09:47:36
58403635,23857,63,P0855,C0831,E005,G002,10,13.0,417.6,2025-10-23 14:01:37,2026-06-02 09:47:36
58403636,23857,63,P0856,C0831,E005,G002,12,27.0,315.36,2025-10-23 14:01:37,2026-06-02 09:47:36
58403637,23857,63,P0281,C0831,E005,G002,6,31.0,157.32,2025-10-23 14:01:37,2026-06-02 09:47:36
58403638,23857,63,P0747,C0831,E005,G002,5,33.0,150.75,2025-10-23 14:01:37,2026-06-02 09:47:36
58403639,23857,63,P0857,C0831,E005,G002,1,32.0,62.56,2025-10-23 14:01:37,2026-06-02 09:47:36
58403640,23857,63,P0185,C0831,E005,G002,5,29.0,191.7,2025-10-23 14:01:37,2026-06-02 09:47:36
58403886,23882,63,P0858,C0831,E005,G002,2,18.0,155.8,2025-10-23 14:13:38,2026-06-02 09:47:36
58403887,23882,63,P0818,C0831,E005,G002,4,26.0,186.48,2025-10-23 14:13:38,2026-06-02 09:47:36
58404504,23980,63,P0859,C0831,E005,G002,10,20.0,440.0,2025-10-23 15:39:04,2026-06-02 09:47:38
58404505,23980,63,P0860,C0831,E005,G002,2,19.0,567.0,2025-10-23 15:39:04,2026-06-02 09:47:38
58423164,25721,63,P0605,C0831,E005,G002,1,13.0,66.12,2025-10-26 13:51:16,2026-06-02 09:48:36
58423165,25721,63,P0221,C0831,E005,G002,30,17.0,572.7,2025-10-26 13:51:16,2026-06-02 09:48:36
58423166,25721,63,P0861,C0831,E005,G002,1,29.0,63.9,2025-10-26 13:51:16,2026-06-02 09:48:36
58423167,25721,63,P0862,C0831,E005,G002,5,35.0,624.0,2025-10-26 13:51:16,2026-06-02 09:48:36
58423168,25721,63,P0863,C0831,E005,G002,1,17.0,116.2,2025-10-26 13:51:16,2026-06-02 09:48:36
58423169,25721,63,P0864,C0831,E005,G002,3,53.0,176.25,2025-10-26 13:51:16,2026-06-02 09:48:36
58423170,25721,63,P0012,C0831,E005,G002,5,29.0,301.75,2025-10-26 13:51:16,2026-06-02 09:48:36
58423171,25721,63,P0865,C0831,E005,G002,6,12.0,316.8,2025-10-26 13:51:16,2026-06-02 09:48:36
58423172,25721,63,P0866,C0831,E005,G002,2,18.0,57.4,2025-10-26 13:51:16,2026-06-02 09:48:36
58423192,25726,63,P0513,C0831,E005,G002,5,28.0,367.2,2025-10-26 13:53:42,2026-06-02 09:48:36
58423193,25726,63,P0867,C0831,E005,G002,1,38.0,86.8,2025-10-26 13:53:42,2026-06-02 09:48:36
58423194,25726,63,P0726,C0831,E005,G002,3,14.0,103.2,2025-10-26 13:53:42,2026-06-02 09:48:36
58423195,25726,63,P0149,C0831,E005,G002,5,12.0,281.6,2025-10-26 13:53:42,2026-06-02 09:48:36
58423234,25731,63,P0868,C0831,E005,G002,1,23.0,385.0,2025-10-26 13:57:45,2026-06-02 09:48:36
58423235,25731,63,P0869,C0831,E005,G002,2,42.0,52.2,2025-10-26 13:57:45,2026-06-02 09:48:36
58423236,25731,63,P0870,C0831,E005,G002,1,14.0,172.0,2025-10-26 13:57:45,2026-06-02 09:48:36
58423237,25731,63,P0871,C0831,E005,G002,2,20.0,96.0,2025-10-26 13:57:45,2026-06-02 09:48:36
58438931,27256,63,P0696,C0831,E005,G002,3,18.0,184.5,2025-10-28 10:17:24,2026-06-02 09:49:24
58438932,27256,63,P0683,C0831,E005,G002,12,13.0,417.6,2025-10-28 10:17:24,2026-06-02 09:49:24
58438933,27257,63,P0788,C0831,E005,G002,2,17.0,763.6,2025-10-28 10:17:49,2026-06-02 09:49:24
58438995,27265,63,P0756,C0831,E005,G002,6,16.0,322.56,2025-10-28 10:33:06,2026-06-02 09:49:24
58438996,27265,63,P0698,C0831,E005,G002,5,17.0,456.5,2025-10-28 10:33:06,2026-06-02 09:49:24
58439662,27355,63,P0685,C0831,E005,G002,3,44.0,322.56,2025-10-28 13:10:12,2026-06-02 09:49:26
58439663,27355,63,P0030,C0831,E005,G002,5,50.0,210.0,2025-10-28 13:10:12,2026-06-02 09:49:26
58439664,27355,63,P0716,C0831,E005,G002,5,13.0,243.6,2025-10-28 13:10:12,2026-06-02 09:49:26
58439665,27355,63,P0860,C0831,E005,G002,1,19.0,283.5,2025-10-28 13:10:12,2026-06-02 09:49:26
58439666,27355,63,P0106,C0831,E005,G002,5,30.0,346.5,2025-10-28 13:10:12,2026-06-02 09:49:26
58439667,27355,63,P0872,C0831,E005,G002,2,13.0,435.0,2025-10-28 13:10:12,2026-06-02 09:49:26
58439668,27355,63,P0873,C0831,E005,G002,1,28.0,194.4,2025-10-28 13:10:12,2026-06-02 09:49:26
58439669,27355,63,P0874,C0831,E005,G002,1,17.0,107.9,2025-10-28 13:10:12,2026-06-02 09:49:26
58439670,27355,63,P0474,C0831,E005,G002,5,18.0,430.5,2025-10-28 13:10:12,2026-06-02 09:49:26
58439671,27355,63,P0875,C0831,E005,G002,1,22.0,46.8,2025-10-28 13:10:12,2026-06-02 09:49:26
58439672,27355,63,P0326,C0831,E005,G002,10,37.0,226.8,2025-10-28 13:10:12,2026-06-02 09:49:26
58439673,27355,63,P0876,C0831,E005,G002,3,52.0,86.4,2025-10-28 13:10:12,2026-06-02 09:49:26
58439705,27362,63,P0877,C0831,E005,G002,4,26.0,41.44,2025-10-28 13:18:31,2026-06-02 09:49:26
58453974,28783,63,P0878,C0831,E005,G002,15,12.0,871.2,2025-10-30 09:41:36,2026-06-02 09:50:18
58453975,28783,63,P0199,C0831,E005,G002,10,18.0,188.6,2025-10-30 09:41:36,2026-06-02 09:50:18
58453976,28783,63,P0266,C0831,E005,G002,5,14.0,344.0,2025-10-30 09:41:36,2026-06-02 09:50:18
58465115,29694,63,P0614,C0831,E005,G002,1,16.0,69.72,2025-11-01 12:12:40,2026-06-02 09:50:50
58465116,29694,63,P0406,C0831,E005,G002,5,21.0,47.4,2025-11-01 12:12:40,2026-06-02 09:50:50
58465117,29694,63,P0186,C0831,E005,G002,2,23.0,61.6,2025-11-01 12:12:40,2026-06-02 09:50:50
58465118,29694,63,P0879,C0831,E005,G002,2,16.0,33.6,2025-11-01 12:12:40,2026-06-02 09:50:50
58476572,30893,63,P0880,C0831,E005,G002,10,12.0,431.2,2025-11-02 15:02:59,2026-06-02 09:51:26
58482313,31386,63,P0881,C0831,E005,G002,1,25.0,63.75,2025-11-03 08:54:58,2026-06-02 09:51:47
58482314,31386,63,P0880,C0831,E005,G002,6,12.0,258.72,2025-11-03 08:54:58,2026-06-02 09:51:47
58493323,32474,63,P0513,C0831,E005,G002,5,28.0,367.2,2025-11-04 12:06:35,2026-06-02 09:52:31
58493324,32474,63,P0660,C0831,E005,G002,5,48.0,179.4,2025-11-04 12:06:35,2026-06-02 09:52:31
58493325,32474,63,P0882,C0831,E005,G002,4,31.0,113.16,2025-11-04 12:06:35,2026-06-02 09:52:31
58493326,32474,63,P0847,C0831,E005,G002,10,35.0,604.5,2025-11-04 12:06:35,2026-06-02 09:52:31
58493327,32474,63,P0801,C0831,E005,G002,25,36.0,496.0,2025-11-04 12:06:35,2026-06-02 09:52:31
58493328,32474,63,P0883,C0831,E005,G002,1,10.0,221.4,2025-11-04 12:06:35,2026-06-02 09:52:31
58493329,32474,63,P0777,C0831,E005,G002,3,16.0,95.76,2025-11-04 12:06:35,2026-06-02 09:52:31
58493330,32474,63,P0884,C0831,E005,G002,3,13.0,955.26,2025-11-04 12:06:35,2026-06-02 09:52:31
58493331,32474,63,P0690,C0831,E005,G002,4,17.0,398.4,2025-11-04 12:06:35,2026-06-02 09:52:31
58493332,32474,63,P0855,C0831,E005,G002,10,14.0,378.4,2025-11-04 12:06:35,2026-06-02 09:52:31
58493333,32474,63,P0676,C0831,E005,G002,2,12.0,369.6,2025-11-04 12:06:35,2026-06-02 09:52:31
58493536,32499,63,P0885,C0831,E005,G002,5,34.0,712.8,2025-11-04 12:24:52,2026-06-02 09:52:31
58493537,32499,63,P0886,C0831,E005,G002,1,24.0,21.28,2025-11-04 12:24:52,2026-06-02 09:52:31
58493538,32499,63,P0887,C0831,E005,G002,1,54.0,68.08,2025-11-04 12:24:52,2026-06-02 09:52:31
58493539,32499,63,P0888,C0831,E005,G002,2,25.0,225.0,2025-11-04 12:24:52,2026-06-02 09:52:31
58493540,32499,63,P0889,C0831,E005,G002,3,21.0,127.98,2025-11-04 12:24:52,2026-06-02 09:52:31
58493541,32499,63,P0890,C0831,E005,G002,5,18.0,123.0,2025-11-04 12:24:52,2026-06-02 09:52:31
58493542,32499,63,P0891,C0831,E005,G002,1,23.0,99.33,2025-11-04 12:24:52,2026-06-02 09:52:31
58493543,32499,63,P0874,C0831,E005,G002,1,17.0,107.9,2025-11-04 12:24:52,2026-06-02 09:52:31
58493544,32499,63,P0892,C0831,E005,G002,2,22.0,184.08,2025-11-04 12:24:52,2026-06-02 09:52:31
58493545,32499,63,P0474,C0831,E005,G002,3,20.0,237.6,2025-11-04 12:24:52,2026-06-02 09:52:31
58493546,32499,63,P0474,C0831,E005,G002,5,20.0,420.0,2025-11-04 12:24:52,2026-06-02 09:52:31
58493547,32499,63,P0850,C0831,E005,G002,3,22.0,175.5,2025-11-04 12:24:52,2026-06-02 09:52:31
58493548,32499,63,P0893,C0831,E005,G002,1,21.0,68.73,2025-11-04 12:24:52,2026-06-02 09:52:31
58493549,32499,63,P0894,C0831,E005,G002,2,20.0,144.0,2025-11-04 12:24:52,2026-06-02 09:52:31
58493550,32499,63,P0720,C0831,E005,G002,2,46.0,129.6,2025-11-04 12:24:52,2026-06-02 09:52:31
58493551,32499,63,P0144,C0831,E005,G002,4,37.0,352.8,2025-11-04 12:24:52,2026-06-02 09:52:31
58493552,32499,63,P0056,C0831,E005,G002,4,26.0,296.0,2025-11-04 12:24:52,2026-06-02 09:52:31
58511484,34368,63,P0326,C0831,E005,G002,30,37.0,680.4,2025-11-06 11:12:21,2026-06-02 09:53:35
58541613,37179,63,P0895,C0831,E005,G002,2,18.0,223.04,2025-11-10 11:21:00,2026-06-02 09:55:07
58541614,37179,63,P0431,C0831,E005,G002,3,27.0,63.51,2025-11-10 11:21:00,2026-06-02 09:55:07
58541615,37179,63,P0750,C0831,E005,G002,6,9.0,300.3,2025-11-10 11:21:00,2026-06-02 09:55:07
58541616,37179,63,P0896,C0831,E005,G002,5,31.0,165.6,2025-11-10 11:21:00,2026-06-02 09:55:07
58541617,37179,63,P0878,C0831,E005,G002,5,11.0,293.7,2025-11-10 11:21:00,2026-06-02 09:55:07
58541618,37179,63,P0897,C0831,E005,G002,1,15.0,170.0,2025-11-10 11:21:00,2026-06-02 09:55:07
58541619,37179,63,P0756,C0831,E005,G002,5,16.0,268.8,2025-11-10 11:21:00,2026-06-02 09:55:07
58543325,37392,63,P0605,C0831,E005,G002,5,8.0,349.6,2025-11-10 14:03:09,2026-06-02 09:55:16
58543326,37392,63,P0898,C0831,E005,G002,2,3.0,717.8,2025-11-10 14:03:09,2026-06-02 09:55:16
58543327,37392,63,P0019,C0831,E005,G002,5,12.0,237.6,2025-11-10 14:03:09,2026-06-02 09:55:16
58543524,37417,63,P0605,C0831,E005,G002,4,8.0,279.68,2025-11-10 14:15:33,2026-06-02 09:55:16
58543525,37417,63,P0738,C0831,E005,G002,4,20.0,70.4,2025-11-10 14:15:33,2026-06-02 09:55:16
58543526,37417,63,P0899,C0831,E005,G002,3,26.0,106.56,2025-11-10 14:15:33,2026-06-02 09:55:16
58543527,37417,63,P0900,C0831,E005,G002,2,27.0,48.18,2025-11-10 14:15:33,2026-06-02 09:55:16
58543528,37417,63,P0901,C0831,E005,G002,1,20.0,48.0,2025-11-10 14:15:33,2026-06-02 09:55:16
58543529,37417,63,P0902,C0831,E005,G002,2,13.0,295.8,2025-11-10 14:15:33,2026-06-02 09:55:16
58543530,37417,63,P0903,C0831,E005,G002,3,16.0,100.8,2025-11-10 14:15:33,2026-06-02 09:55:16
58543531,37417,63,P0882,C0831,E005,G002,4,30.0,114.8,2025-11-10 14:15:33,2026-06-02 09:55:16
58543532,37417,63,P0904,C0831,E005,G002,2,21.0,92.43,2025-11-10 14:15:33,2026-06-02 09:55:16
58543533,37417,63,P0872,C0831,E005,G002,1,13.0,217.5,2025-11-10 14:15:33,2026-06-02 09:55:16
58543534,37417,63,P0905,C0831,E005,G002,4,13.0,233.16,2025-11-10 14:15:33,2026-06-02 09:55:16
58543535,37417,63,P0326,C0831,E005,G002,10,37.0,226.8,2025-11-10 14:15:33,2026-06-02 09:55:16
58543536,37417,63,P0906,C0831,E005,G002,3,22.0,105.3,2025-11-10 14:15:33,2026-06-02 09:55:16
58543537,37417,63,P0907,C0831,E005,G002,1,12.0,48.4,2025-11-10 14:15:33,2026-06-02 09:55:16
58543538,37417,63,P0908,C0831,E005,G002,3,24.0,255.36,2025-11-10 14:15:33,2026-06-02 09:55:16
58543539,37417,63,P0565,C0831,E005,G002,3,20.0,60.0,2025-11-10 14:15:33,2026-06-02 09:55:16
58543540,37417,63,P0909,C0831,E005,G002,3,17.0,522.9,2025-11-10 14:15:33,2026-06-02 09:55:16
58543541,37417,63,P0910,C0831,E005,G002,1,15.0,110.5,2025-11-10 14:15:33,2026-06-02 09:55:16
58543542,37417,63,P0911,C0831,E005,G002,2,27.0,153.3,2025-11-10 14:15:33,2026-06-02 09:55:16
58543543,37417,63,P0912,C0831,E005,G002,1,4.0,365.76,2025-11-10 14:15:33,2026-06-02 09:55:16
58543890,37432,63,P0913,C0831,E005,G002,1,8.0,363.4,2025-11-10 14:26:19,2026-06-02 09:55:16
58543891,37432,63,P0914,C0831,E005,G002,2,19.0,170.1,2025-11-10 14:26:19,2026-06-02 09:55:16
58543892,37432,63,P0915,C0831,E005,G002,3,14.0,154.8,2025-11-10 14:26:19,2026-06-02 09:55:16
58543893,37432,63,P0916,C0831,E005,G002,6,44.0,67.2,2025-11-10 14:26:19,2026-06-02 09:55:16
58543894,37432,63,P0917,C0831,E005,G002,1,26.0,148.0,2025-11-10 14:26:19,2026-06-02 09:55:16
58543895,37432,63,P0706,C0831,E005,G002,12,25.0,180.0,2025-11-10 14:26:19,2026-06-02 09:55:16
58543896,37432,63,P0918,C0831,E005,G002,2,15.0,102.0,2025-11-10 14:26:19,2026-06-02 09:55:16
58543897,37432,63,P0788,C0831,E005,G002,1,17.0,381.8,2025-11-10 14:26:19,2026-06-02 09:55:16
58543898,37432,63,P0919,C0831,E005,G002,2,14.0,161.25,2025-11-10 14:26:19,2026-06-02 09:55:16
58543899,37432,63,P0920,C0831,E005,G002,6,23.0,110.88,2025-11-10 14:26:19,2026-06-02 09:55:16
58543900,37432,63,P0921,C0831,E005,G002,6,25.0,36.0,2025-11-10 14:26:19,2026-06-02 09:55:16
58543901,37432,63,P0922,C0831,E005,G002,1,11.0,72.09,2025-11-10 14:26:19,2026-06-02 09:55:16
58543902,37432,63,P0923,C0831,E005,G002,1,13.0,82.65,2025-11-10 14:26:19,2026-06-02 09:55:16
58543903,37432,63,P0924,C0831,E005,G002,1,13.0,287.1,2025-11-10 14:26:19,2026-06-02 09:55:16
58543904,37432,63,P0925,C0831,E005,G002,1,22.0,179.4,2025-11-10 14:26:19,2026-06-02 09:55:16
58543905,37432,63,P0926,C0831,E005,G002,1,21.0,181.7,2025-11-10 14:26:19,2026-06-02 09:55:16
58543906,37432,63,P0703,C0831,E005,G002,2,17.0,531.2,2025-11-10 14:26:19,2026-06-02 09:55:16
58543907,37432,63,P0927,C0831,E005,G002,2,11.0,391.6,2025-11-10 14:26:19,2026-06-02 09:55:16
58543967,37448,63,P0928,C0831,E005,G002,1,8.0,437.0,2025-11-10 14:48:55,2026-06-02 09:55:16
58557941,38893,63,P0905,C0831,E005,G002,4,13.0,233.16,2025-11-12 10:48:16,2026-06-02 09:55:57
58557942,38893,63,P0698,C0831,E005,G002,10,17.0,913.0,2025-11-12 10:48:16,2026-06-02 09:55:57
58558195,38933,63,P0813,C0831,E005,G002,4,12.0,387.2,2025-11-12 11:30:51,2026-06-02 09:55:57
58558196,38933,63,P0013,C0831,E005,G002,4,10.0,122.4,2025-11-12 11:30:51,2026-06-02 09:55:57
58568129,39895,63,P0929,C0831,E005,G002,3,18.0,250.92,2025-11-13 13:42:07,2026-06-02 09:56:25
58568130,39895,63,P0605,C0831,E005,G002,3,9.0,207.48,2025-11-13 13:42:07,2026-06-02 09:56:25
58568131,39895,63,P0930,C0831,E005,G002,3,21.0,324.69,2025-11-13 13:42:07,2026-06-02 09:56:25
58568132,39895,63,P0931,C0831,E005,G002,2,19.0,105.3,2025-11-13 13:42:07,2026-06-02 09:56:25
58568133,39895,63,P0932,C0831,E005,G002,10,14.0,172.0,2025-11-13 13:42:07,2026-06-02 09:56:25
58568134,39895,63,P0474,C0831,E005,G002,4,20.0,336.0,2025-11-13 13:42:07,2026-06-02 09:56:25
58568135,39895,63,P0933,C0831,E005,G002,1,20.0,96.0,2025-11-13 13:42:07,2026-06-02 09:56:25
58568136,39895,63,P0572,C0831,E005,G002,2,8.0,73.6,2025-11-13 13:42:07,2026-06-02 09:56:25
58568137,39895,63,P0934,C0831,E005,G002,2,13.0,83.52,2025-11-13 13:42:07,2026-06-02 09:56:25
58569296,40054,63,P0935,C0831,E005,G002,2,26.0,111.0,2025-11-13 18:35:51,2026-06-02 09:56:28
58578806,40871,63,P0867,C0831,E005,G002,3,42.0,243.6,2025-11-15 13:39:49,2026-06-02 09:56:56
58578807,40871,63,P0628,C0831,E005,G002,6,56.0,348.48,2025-11-15 13:39:49,2026-06-02 09:56:56
58578808,40871,63,P0886,C0831,E005,G002,3,24.0,63.84,2025-11-15 13:39:49,2026-06-02 09:56:56
58578809,40871,63,P0827,C0831,E005,G002,1,22.0,19.5,2025-11-15 13:39:49,2026-06-02 09:56:56
58578810,40871,63,P0770,C0831,E005,G002,15,17.0,373.5,2025-11-15 13:39:49,2026-06-02 09:56:56
58578811,40871,63,P0936,C0831,E005,G002,4,22.0,49.92,2025-11-15 13:39:49,2026-06-02 09:56:56
58578812,40871,63,P0076,C0831,E005,G002,5,20.0,612.0,2025-11-15 13:39:49,2026-06-02 09:56:56
58578813,40871,63,P0937,C0831,E005,G002,1,21.0,217.25,2025-11-15 13:39:49,2026-06-02 09:56:56
58578814,40871,63,P0932,C0831,E005,G002,10,14.0,172.0,2025-11-15 13:39:49,2026-06-02 09:56:56
58578815,40871,63,P0938,C0831,E005,G002,3,22.0,182.52,2025-11-15 13:39:49,2026-06-02 09:56:56
58578816,40871,63,P0939,C0831,E005,G002,3,9.0,368.55,2025-11-15 13:39:49,2026-06-02 09:56:56
58578817,40871,63,P0940,C0831,E005,G002,5,20.0,168.0,2025-11-15 13:39:49,2026-06-02 09:56:56
58578818,40871,63,P0747,C0831,E005,G002,8,33.0,241.2,2025-11-15 13:39:49,2026-06-02 09:56:56
58578819,40871,63,P0934,C0831,E005,G002,5,13.0,208.8,2025-11-15 13:39:49,2026-06-02 09:56:56
58582166,41249,63,P0941,C0831,E005,G002,20,10.0,1602.0,2025-11-15 23:40:42,2026-06-02 09:57:12
58593533,42410,63,P0942,C0831,E005,G002,1,28.0,95.04,2025-11-17 09:29:29,2026-06-02 09:57:48
58593733,42427,63,P0770,C0831,E005,G002,6,17.0,149.4,2025-11-17 09:42:28,2026-06-02 09:57:48
58597613,42904,63,P0770,C0831,E005,G002,20,17.0,498.0,2025-11-17 23:22:05,2026-06-02 09:57:58
58597614,42904,63,P0943,C0831,E005,G002,8,12.0,154.88,2025-11-17 23:22:05,2026-06-02 09:57:58
58597634,42906,63,P0944,C0831,E005,G002,5,17.0,166.0,2025-11-17 23:23:04,2026-06-02 09:57:58
58604178,43514,63,P0685,C0831,E005,G002,6,44.0,645.12,2025-11-18 14:09:14,2026-06-02 09:58:18
58604179,43514,63,P0945,C0831,E005,G002,1,29.0,67.45,2025-11-18 14:09:14,2026-06-02 09:58:18
58604180,43514,63,P0716,C0831,E005,G002,10,14.0,481.6,2025-11-18 14:09:14,2026-06-02 09:58:18
58604181,43514,63,P0106,C0831,E005,G002,5,32.0,336.6,2025-11-18 14:09:14,2026-06-02 09:58:18
58604182,43514,63,P0770,C0831,E005,G002,5,17.0,124.5,2025-11-18 14:09:14,2026-06-02 09:58:18
58604183,43514,63,P0946,C0831,E005,G002,4,12.0,179.52,2025-11-18 14:09:14,2026-06-02 09:58:18
58604184,43514,63,P0694,C0831,E005,G002,3,17.0,348.6,2025-11-18 14:09:14,2026-06-02 09:58:18
58604185,43514,63,P0941,C0831,E005,G002,5,10.0,400.5,2025-11-18 14:09:14,2026-06-02 09:58:18
58604186,43514,63,P0326,C0831,E005,G002,10,37.0,226.8,2025-11-18 14:09:14,2026-06-02 09:58:18
58604187,43514,63,P0947,C0831,E005,G002,2,26.0,66.6,2025-11-18 14:09:14,2026-06-02 09:58:18
58604188,43514,63,P0012,C0831,E005,G002,5,29.0,301.75,2025-11-18 14:09:14,2026-06-02 09:58:18
58604189,43514,63,P0948,C0831,E005,G002,1,22.0,81.9,2025-11-18 14:09:14,2026-06-02 09:58:18
58629776,45886,63,P0706,C0831,E005,G002,8,25.0,120.0,2025-11-22 12:31:03,2026-06-02 09:59:47
58629777,45886,63,P0949,C0831,E005,G002,40,26.0,1776.0,2025-11-22 12:31:03,2026-06-02 09:59:47
58631464,46080,63,P0950,C0831,E005,G002,2,49.0,612.0,2025-11-22 14:43:50,2026-06-02 09:59:52
58631465,46080,63,P0951,C0831,E005,G002,2,24.0,114.0,2025-11-22 14:43:50,2026-06-02 09:59:52
58631466,46080,63,P0799,C0831,E005,G002,2,21.0,77.42,2025-11-22 14:43:50,2026-06-02 09:59:52
58631467,46080,63,P0933,C0831,E005,G002,1,20.0,96.0,2025-11-22 14:43:50,2026-06-02 09:59:52
58631469,46082,63,P0424,C0831,E005,G002,6,13.0,323.64,2025-11-22 14:45:44,2026-06-02 09:59:52
58631470,46083,63,P0952,C0831,E005,G002,1,14.0,238.22,2025-11-22 14:46:10,2026-06-02 09:59:52
58647799,47706,63,P0513,C0831,E005,G002,6,30.0,428.4,2025-11-24 13:19:02,2026-06-02 10:00:47
58647800,47706,63,P0953,C0831,E005,G002,1,17.0,99.6,2025-11-24 13:19:02,2026-06-02 10:00:47
58647801,47706,63,P0950,C0831,E005,G002,1,49.0,306.0,2025-11-24 13:19:02,2026-06-02 10:00:47
58647802,47706,63,P0954,C0831,E005,G002,4,19.0,168.48,2025-11-24 13:19:02,2026-06-02 10:00:47
58647803,47706,63,P0849,C0831,E005,G002,10,32.0,598.4,2025-11-24 13:19:02,2026-06-02 10:00:47
58647804,47706,63,P0955,C0831,E005,G002,2,47.0,39.75,2025-11-24 13:19:02,2026-06-02 10:00:47
58647805,47706,63,P0474,C0831,E005,G002,5,20.0,420.0,2025-11-24 13:19:02,2026-06-02 10:00:47
58647806,47706,63,P0956,C0831,E005,G002,10,27.0,175.2,2025-11-24 13:19:02,2026-06-02 10:00:47
58647807,47706,63,P0669,C0831,E005,G002,12,12.0,570.24,2025-11-24 13:19:02,2026-06-02 10:00:47
58647840,47715,63,P0957,C0831,E005,G002,3,27.0,30.66,2025-11-24 13:24:28,2026-06-02 10:00:47
58647841,47715,63,P0705,C0831,E005,G002,12,35.0,234.0,2025-11-24 13:24:28,2026-06-02 10:00:47
58647842,47715,63,P0706,C0831,E005,G002,12,25.0,180.0,2025-11-24 13:24:28,2026-06-02 10:00:47
58656784,48617,63,P0828,C0831,E005,G002,3,15.0,221.85,2025-11-25 13:56:18,2026-06-02 10:01:14
58656785,48617,63,P0106,C0831,E005,G002,5,32.0,336.6,2025-11-25 13:56:18,2026-06-02 10:01:14
58656786,48617,63,P0431,C0831,E005,G002,5,25.0,108.75,2025-11-25 13:56:18,2026-06-02 10:01:14
58656787,48617,63,P0958,C0831,E005,G002,6,15.0,290.7,2025-11-25 13:56:18,2026-06-02 10:01:14
58656788,48617,63,P0882,C0831,E005,G002,5,31.0,141.45,2025-11-25 13:56:18,2026-06-02 10:01:14
58656789,48617,63,P0959,C0831,E005,G002,9,18.0,250.92,2025-11-25 13:56:18,2026-06-02 10:01:14
58656790,48617,63,P0206,C0831,E005,G002,2,35.0,312.0,2025-11-25 13:56:18,2026-06-02 10:01:14
58656791,48617,63,P0960,C0831,E005,G002,6,25.0,319.5,2025-11-25 13:56:18,2026-06-02 10:01:14
58656792,48617,63,P0113,C0831,E005,G002,3,27.0,613.2,2025-11-25 13:56:18,2026-06-02 10:01:14
58657142,48650,63,P0661,C0831,E005,G002,3,26.0,146.52,2025-11-25 14:10:09,2026-06-02 10:01:14
58663672,49337,63,P0959,C0831,E005,G002,5,18.0,139.4,2025-11-26 12:01:57,2026-06-02 10:01:44
58663673,49337,63,P0961,C0831,E005,G002,1,17.0,53.95,2025-11-26 12:01:57,2026-06-02 10:01:44
58663674,49337,63,P0962,C0831,E005,G002,2,15.0,119.85,2025-11-26 12:01:57,2026-06-02 10:01:44
58668795,49885,63,P0687,C0831,E005,G002,3,26.0,119.88,2025-11-26 00:25:12,2026-06-02 10:02:00
58668796,49885,63,P0076,C0831,E005,G002,5,16.0,642.6,2025-11-26 00:25:12,2026-06-02 10:02:00
58668797,49885,63,P0326,C0831,E005,G002,20,37.0,453.6,2025-11-26 00:25:12,2026-06-02 10:02:00
58668798,49885,63,P0906,C0831,E005,G002,3,21.0,106.65,2025-11-26 00:25:12,2026-06-02 10:02:00
58668799,49885,63,P0698,C0831,E005,G002,10,17.0,913.0,2025-11-26 00:25:12,2026-06-02 10:02:00
